H-1B Sponsorship Data- Healthcare & Public Health Administration FY'25 (Till 30-Sep-2025)  Prepared by : Srirams_chronicles,,,,,,,,,,,
This data is prepared based on the information in USCIS H1B Data website (Srirams_chronicles is not responsible for any unforeseen isssues with employers sponsoring H-1B),,,,,,,,,,,
Sl No,Fiscal Year,Employer (Petitioner) Name,Tax ID,Industry (NAICS) Code,Petitioner City,Petitioner State,Petitioner Zip Code,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial
5114,2025,REDMOND PARK HOSPITAL LLC D B A AD,3037,62 - Health Care and Social Assistance,ALTAMONTE SPRINGS,FL,32714,0,1,0,0
"5,115",2025,REEDLEY COMMUNITY HOSPITAL DBA ADV,509,62 - Health Care and Social Assistance,REEDLEY,CA,93654,0,0,0,0
5116,2025,REFUGEE AND IMMIGRATION SELF-EMPOW,3332,62 - Health Care and Social Assistance,SYRACUSE,NY,13208,0,0,1,0
"5,117",2025,REFUGIO COUNTY MEMORIAL HOSPITAL DISTRICT DBA REFUGIO COUNTY MEMORIAL,5330,62 - Health Care and Social Assistance,REFUGIO,TX,78377,0,0,1,0
5118,2025,REGIONAL CENTER FOR BORDER HEALTH INC,1847,92 - Public Administration,SOMERTON,AZ,85350,0,0,1,0
"5,119",2025,"REGIONAL KIDNEY CARE, P.C.",7100,62 - Health Care and Social Assistance,KINGSPORT,TN,37660,0,0,1,0
5120,2025,REGIONAL MEDICAL CENTER D B A DELA,7649,62 - Health Care and Social Assistance,MANCHESTER,IA,52057,0,0,1,0
"5,121",2025,REGIONAL ONE HEALTH,3169,62 - Health Care and Social Assistance,MEMPHIS,TN,38103,0,0,0,0
5122,2025,REGULATORY QUALITY MANAGEMENT INFO,4124,92 - Public Administration,AMESBURY,MA,1913,0,0,1,0
"5,123",2025,"REHAB MAXX, LLC",7550,62 - Health Care and Social Assistance,ARLINGTON HEIGHTS,IL,60005,0,0,1,0
5124,2025,REHAB SPECIALISTS I LLC DBA CONSONUS REHAB,8192,62 - Health Care and Social Assistance,MILWAUKIE,OR,97222,0,0,0,0
"5,125",2025,REHABCENTRA OF TEXAS LLC,7301,62 - Health Care and Social Assistance,MCKINNEY,TX,75071,0,0,1,0
5126,2025,REHABFOCUS HOME HEALTH INC,3568,62 - Health Care and Social Assistance,ALISO VIEJO,CA,92656,0,0,0,0
"5,127",2025,RELIANT MEDICAL GROUP INC,2266,62 - Health Care and Social Assistance,EDEN PRAIRIE,MN,55344,0,0,1,0
5128,2025,RELIANT MEDICAL GROUP INC,2266,62 - Health Care and Social Assistance,MINNETONKA,MN,55343,0,0,0,0
"5,129",2025,RELIAS EMPLOYMENT SERVICES LLC,6316,62 - Health Care and Social Assistance,TUPELO,MS,38804,0,0,0,0
5130,2025,RENAISSANCE ACADEMY,5730,92 - Public Administration,LEHI,UT,84043,0,0,2,0
"5,131",2025,RENAISSANCE ENDOCRINOLOGY,7299,62 - Health Care and Social Assistance,EDINBURG,TX,78539,0,0,1,0
5132,2025,RENAISSANCE SURGERY GROUP,5510,62 - Health Care and Social Assistance,EDINBURG,TX,78539,0,0,1,0
"5,133",2025,RENAL ASSOCIATES LLC,7176,62 - Health Care and Social Assistance,COLUMBUS,GA,31904,0,0,0,0
5134,2025,RENAL ASSOCIATES PA,3988,62 - Health Care and Social Assistance,SAN ANTONIO,TX,78232,0,0,1,0
"5,135",2025,RENAL CARE CONSULTANTS P C,4002,62 - Health Care and Social Assistance,MEDFORD,OR,97504,0,0,2,0
5136,2025,RENAL MEDICINE ASSOCIATES LTD,4417,62 - Health Care and Social Assistance,ALBUQUERQUE,NM,87109,0,0,1,0
"5,137",2025,RENAL PHYSICIANS HAWAII LLC,5562,62 - Health Care and Social Assistance,KAILUA,HI,96734,0,0,1,0
5138,2025,REPLATE INC,5691,62 - Health Care and Social Assistance,SAN FRANCISCO,CA,94105,0,0,1,0
"5,139",2025,REPRODUCTIVE SCIENCES MEDICAL CENT,8966,62 - Health Care and Social Assistance,SAN DIEGO,CA,92130,0,0,1,0
5140,2025,RES-CARE INC DBA BRIGHTSPRING HEALTH SERVICES,5371,62 - Health Care and Social Assistance,LOUISVILLE,KY,40222,0,0,1,0
"5,141",2025,REVERE MEDICAL OF MASSACHUSETTS PC,2347,62 - Health Care and Social Assistance,WESTWOOD,MA,2090,0,0,1,0
5142,2025,RF LABWORKS LLC,2065,62 - Health Care and Social Assistance,STONE MOUNTAIN,GA,30087,0,0,0,0
"5,143",2025,RGV PEDIATRIC CRITICAL CARE PA,9212,62 - Health Care and Social Assistance,HARLINGEN,TX,78552,0,0,1,0
5144,2025,RHC GROUP MANAGEMENT LLC,6533,62 - Health Care and Social Assistance,WESTWOOD,MA,2090,0,0,1,0
"5,145",2025,RHEUMATOLOGY CONSULTANTS OF DELAWARE PA DBA DELAWARE ARTHRITIS,9459,62 - Health Care and Social Assistance,LEWES,DE,19958,0,0,1,0
5146,2025,RHINO INC,4202,92 - Public Administration,SAN FRANCISCO,CA,94114,0,0,0,0
"5,147",2025,RICARDO ABREU M D P A DBA PULMONARY AND SLEEP CENTER OF THE VALLEY,254,62 - Health Care and Social Assistance,WESLACO,TX,78596,0,0,2,0
5148,2025,RICHMOND DENTURES AND IMPLANTS PLLC,932,62 - Health Care and Social Assistance,RICHMOND,VA,23230,0,0,0,0
"5,149",2025,RICHMOND PHYSICAL THERAPY PC,8217,62 - Health Care and Social Assistance,STATEN ISLAND,NY,10303,0,0,1,0
5150,2025,RICHMOND SENIOR SERVICES INC DBA CAMBRIDGE HEALTH AND REHABILITATION,5428,62 - Health Care and Social Assistance,RICHMOND,TX,77469,0,0,1,0
"5,151",2025,RIDDER ORTHODONTICS OF FORT WORTH P C,791,62 - Health Care and Social Assistance,PHOENIX,AZ,85018,0,0,0,0
5152,2025,RIPPLE THERAPY LCSW PLLC,2941,62 - Health Care and Social Assistance,BROOKLYN,NY,11204,0,0,0,0
"5,153",2025,RISEPOINT LLC,9059,92 - Public Administration,DALLAS,TX,75201,0,0,0,0
5154,2025,"RIVER VALLEY COUNSELING CENTER, INC",4657,62 - Health Care and Social Assistance,HOLYOKE,MA,1040,0,0,0,0
"5,155",2025,"RIVER VALLEY COUNSELING CENTER, INC",4657,62 - Health Care and Social Assistance,HOLYOKE,MA,1041,0,0,0,0
5156,2025,RIVERA MANSIONS LLC,150,62 - Health Care and Social Assistance,PORTLAND,OR,97233,0,0,0,0
"5,157",2025,RIVERSIDE ASSOCIATES IN ANESTHESIA P C,3746,62 - Health Care and Social Assistance,BINGHAMTON,NY,13905,0,0,0,0
5158,2025,RIVERSIDE HEALTH SYSTEM,1835,62 - Health Care and Social Assistance,NEWPORT NEWS,VA,23601,0,0,1,0
"5,159",2025,RIVERSIDE PHYSICIAN SERVICES INC D B A RIVERSIDE MEDICAL GROUP,9724,62 - Health Care and Social Assistance,NEWPORT NEWS,VA,23606,0,0,1,0
5160,2025,RIVERSIDE SURGICAL ASSOCIATES,473,62 - Health Care and Social Assistance,LOWELL,MA,1854,0,0,0,1
"5,161",2025,RIVERVIEW HEALTHCARE ASSOCIATION,4029,62 - Health Care and Social Assistance,CROOKSTON,MN,56716,0,0,0,0
5162,2025,ROAD TO RECOVERY PHYSICAL THERAPY,3316,62 - Health Care and Social Assistance,BROOKLYN,NY,11205,0,0,0,0
"5,163",2025,ROAD TO RECOVERY PHYSICAL THERAPY PC,3316,62 - Health Care and Social Assistance,BROOKLYN,NY,11205,0,0,0,0
5164,2025,ROAMERS THERAPY LLC,4403,62 - Health Care and Social Assistance,CHICAGO,IL,60605,0,0,0,0
"5,165",2025,ROBERT E TUTLAND RPT INC PS,7234,62 - Health Care and Social Assistance,BELLEVUE,WA,98005,0,0,1,0
5166,2025,ROBERT E TUTLAND RPT INC PS,7234,62 - Health Care and Social Assistance,MERCER ISLAND,WA,98040,0,0,1,0
"5,167",2025,ROBERT F MORRISON DMD PC,9254,62 - Health Care and Social Assistance,WILLIAMSBURG,VA,23185,0,0,1,0
5168,2025,ROBERTSON DENTAL,4082,62 - Health Care and Social Assistance,SILVER SPRING,MD,20901,0,1,0,0
"5,169",2025,ROCK COUNTY HOSPITAL,999,62 - Health Care and Social Assistance,BASSETT,NE,68714,0,0,1,0
5170,2025,ROCKFORD HEALTH PHYSICIANS D B A M,7436,62 - Health Care and Social Assistance,ROCKFORD,IL,61103,0,0,0,0
"5,171",2025,ROCKFORD HEALTH PHYSICIANS D B A MERCYHEALTH PHYSICIANS,7436,62 - Health Care and Social Assistance,JANESVILLE,WI,53548,0,0,1,0
5172,2025,ROCKFORD HEALTH PHYSICIANS D B A MERCYHEALTH PHYSICIANS,7436,62 - Health Care and Social Assistance,ROCKFORD,IL,61114,0,0,0,0
"5,173",2025,ROCKVILLE DENTAL CENTER,9298,62 - Health Care and Social Assistance,ROCKVILLE,MD,20850,0,0,0,0
5174,2025,"ROCKY MOUNTAIN LABORATORIES, LLC",8672,62 - Health Care and Social Assistance,DRAPER,UT,84020,0,1,0,0
"5,175",2025,ROJA VEMULA DDS PLC,2085,62 - Health Care and Social Assistance,POTOMAC FALLS,VA,20165,0,0,1,0
5176,2025,ROMAN HEALTH VENTURES INC,5516,62 - Health Care and Social Assistance,NEW YORK,NY,10011,0,0,3,0
"5,177",2025,RONALD CODY DMD,6071,62 - Health Care and Social Assistance,PORTLAND,ME,4103,0,0,1,0
5178,2025,ROSE DENTAL PLLC,6197,62 - Health Care and Social Assistance,NASHUA,NH,3060,0,0,0,0
"5,179",2025,ROYAL FAMILY COMMUNITY SERVICES,7087,62 - Health Care and Social Assistance,COLONIAL HEIGHTS,VA,23834,0,1,0,0
5180,2025,RURAL HEALTH RESOURCES OF JACKSON,6278,62 - Health Care and Social Assistance,HOLTON,KS,66436,0,0,1,0
"5,181",2025,RYAN-CHELSEA CLINTON COMMUNITY HEALTH CENTER INC,1827,62 - Health Care and Social Assistance,NEW YORK,NY,10036,0,0,0,0
5182,2025,RYE BROOK PHYSICAL MEDICINE AND RE,6311,62 - Health Care and Social Assistance,THORNWOOD,NY,10594,0,0,1,0
"5,183",2025,S JANG DDS INCORPORATED,1120,62 - Health Care and Social Assistance,FOLSOM,CA,95630,0,0,0,0
5184,2025,S W REHABILITATION ASSOCIATES LTD,2082,62 - Health Care and Social Assistance,YUMA,AZ,85364,0,0,1,1
"5,185",2025,S&K HEALTH SERVICES INC. DBA INFINITY ADULT DAY HEALTH CARE CENTER,109,62 - Health Care and Social Assistance,WESTLAKE VILLAGE,CA,91362,0,0,1,0
5186,2025,SAAHIL DENTAL PC DBA PREFERRED DENTAL CARE,8446,62 - Health Care and Social Assistance,FLUSHING,NY,11355,0,0,1,0
"5,187",2025,SACRED HEART HEALTH SERVICES D B A AVERA SACRED HEART HOSPITAL,5483,62 - Health Care and Social Assistance,CREIGHTON,NE,68729,0,0,1,0
5188,2025,SAHAWNEH DENTAL CORPORATION,4632,62 - Health Care and Social Assistance,COSTA MESA,CA,92626,0,0,0,0
"5,189",2025,SAI DENTAL CARE INC,3130,62 - Health Care and Social Assistance,SONOMA,CA,95476,0,0,0,0
5190,2025,SAINT AGNES MEDICAL CENTER,7713,62 - Health Care and Social Assistance,FRESNO,CA,93720,0,0,0,0
"5,191",2025,SAINT FRANCIS HEALTHCARE SYSTEM,2499,62 - Health Care and Social Assistance,CAPE GIRARDEAU,MO,63703,0,0,1,0
5192,2025,SAINT FRANCIS MEDICAL CENTER - GRAND ISLAND,6601,62 - Health Care and Social Assistance,GRAND ISLAND,NE,68803,0,0,3,0
"5,193",2025,SAINT MARYS MEDICAL GROUP INC,7052,62 - Health Care and Social Assistance,ONTARIO,CA,91761,0,0,1,0
5194,2025,SAINT MARYS MEDICAL GROUP INC,7052,62 - Health Care and Social Assistance,RENO,NV,89503,0,0,0,0
"5,195",2025,SAINT THERESA NURSELINKS INC,9094,62 - Health Care and Social Assistance,GREENBELT,MD,20770,0,5,0,0
5196,2025,SAINT THERESA NURSELINKS INC,9094,62 - Health Care and Social Assistance,GREENBELT,MD,20906,0,1,0,0
"5,197",2025,SAINT THERESA NURSELINKS INC,9094,62 - Health Care and Social Assistance,SILVER SPRING,MD,20770,0,2,0,0
5198,2025,SAINT VINCENT MEDICAL EDUCATION AN,9140,62 - Health Care and Social Assistance,ERIE,PA,16544,0,0,1,0
"5,199",2025,SAINT VINCENT PHYSICIAN SERVICES I,786,62 - Health Care and Social Assistance,NORTHBOROUGH,MA,1532,0,0,0,0
5200,2025,SAINTS MEDICAL GROUP LLC D B A SSM,5755,62 - Health Care and Social Assistance,OKLAHOMA CITY,OK,73116,0,0,1,0
"5,201",2025,SALEM HOME CARE LLC D B A ASSURED,6968,62 - Health Care and Social Assistance,LAFAYETTE,LA,70508,0,0,0,1
5202,2025,SALIM BOU SLAIMAN MD LLC,2020,62 - Health Care and Social Assistance,ALBANY,GA,31707,0,0,0,0
"5,203",2025,SALINE CLINICS LLC,1831,62 - Health Care and Social Assistance,BENTON,AR,72015,0,0,1,0
5204,2025,SALINE CLINICS LLC,1831,62 - Health Care and Social Assistance,BRENTWOOD,TN,37027,0,0,1,0
"5,205",2025,SALMA HEALTH INC,501,62 - Health Care and Social Assistance,SAN MATEO,CA,94402,0,0,0,0
5206,2025,SALUD DENTAL,3324,62 - Health Care and Social Assistance,WAUKEGAN,IL,60085,0,0,0,0
"5,207",2025,SALUS CAPITAL INC D B A EAGLE THERAPY AND REHABILITATION,5412,62 - Health Care and Social Assistance,BALTIMORE,MD,21202,0,0,1,0
5208,2025,SAM WEISZ ENTERPRISES LLC D B A LI,8653,62 - Health Care and Social Assistance,LIBERTYVILLE,IL,60048,0,0,0,0
"5,209",2025,SAMUEL U RODGERS HEALTH CENTER,9356,62 - Health Care and Social Assistance,KANSAS CITY,MO,64124,0,0,0,0
5210,2025,SAMUEL U RODGERS HEALTH CENTER INC,9356,62 - Health Care and Social Assistance,KANSAS CITY,MO,64124,0,0,1,0
"5,211",2025,SAN FRANCISCO HEALTH CARE AND REHAB INC,6083,62 - Health Care and Social Assistance,SAN FRANCISCO,CA,94117,0,0,0,0
5212,2025,SAN JOAQUIN COUNTY CLINICS D B A SAN JOAQUIN HEALTH CENTERS,531,62 - Health Care and Social Assistance,STOCKTON,CA,95202,0,0,1,0
"5,213",2025,SAN JOAQUIN COUNTY CLINICS D B A SAN JOAQUIN HEALTH CENTERS,531,62 - Health Care and Social Assistance,STOCKTON,CA,95219,0,0,1,0
5214,2025,SAN JOAQUIN KIDNEY CLINIC INC,573,62 - Health Care and Social Assistance,STOCKTON,CA,95210,0,0,1,0
"5,215",2025,"SAN MATEO HEALTHCARE & WELLNESS CENTRE, LP",7283,62 - Health Care and Social Assistance,BURLINGAME,CA,94010,0,0,1,0
5216,2025,SANCTUARY FOR FAMILIES INC,3119,62 - Health Care and Social Assistance,NEW YORK,NY,10271,0,0,1,0
"5,217",2025,SANDHYA ANANTUNI DMD PC,132,62 - Health Care and Social Assistance,CHANDLER,AZ,85226,0,0,1,0
5218,2025,SANFORD HEALTH,7032,62 - Health Care and Social Assistance,SIOUX FALLS,SD,57105,0,0,18,0
"5,219",2025,SANFORD HEALTH PLAN,2494,62 - Health Care and Social Assistance,SIOUX FALLS,SD,57104,0,0,0,0
5220,2025,SANFORD MEDICAL CENTER FARGO,6909,62 - Health Care and Social Assistance,SIOUX FALLS,SD,57105,0,0,1,0
"5,221",2025,SANGRE DE CRISTO SURGICAL ASSOCIAT,1853,62 - Health Care and Social Assistance,PUEBLO,CO,81003,0,0,1,0
5222,2025,SANJEEVE S TENDOLKAR MD LLC D B A,5524,62 - Health Care and Social Assistance,LOGANVILLE,GA,30052,0,0,1,0
"5,223",2025,SANTA BARBARA COTTAGE HOSPITAL,4629,62 - Health Care and Social Assistance,SANTA BARBARA,CA,93105,0,0,1,0
5224,2025,SANTA CRUZIDENCE OPCO LLC D B A SANTA CRUZ POST ACUTE,3578,62 - Health Care and Social Assistance,SANTA CRUZ,CA,95062,0,0,0,0
"5,225",2025,SANTA ROSA COMMUNITY HEALTH,5236,62 - Health Care and Social Assistance,SANTA ROSA,CA,95401,0,0,1,0
5226,2025,SAOJI DENTAL INC DBA SAN RAMON ENDODONTICS,8562,62 - Health Care and Social Assistance,SAN RAMON,CA,94583,0,0,0,0
"5,227",2025,SARKAR DENTAL PC DBA MAIN STREET DENTAL,8613,62 - Health Care and Social Assistance,WEATHERFORD,TX,76086,0,0,0,0
5228,2025,SARMED HANNA DENTAL PLLC D B A WOW DENTAL,9064,62 - Health Care and Social Assistance,DETROIT,MI,48224,0,0,0,0
"5,229",2025,SAVE DD LLC,4075,62 - Health Care and Social Assistance,HAVERHILL,MA,1832,0,1,0,0
5230,2025,SAVE THE CHILDREN FEDERATION INC,6487,92 - Public Administration,FAIRFIELD,CT,6825,0,0,1,0
"5,231",2025,SBNB INC D B A ELMHURST EXTENDED CARE CENTER,2529,62 - Health Care and Social Assistance,ELMHURST,IL,60126,0,0,1,0
5232,2025,SC MILITARY PLLC DBA DENTAL DEFENDERS,1544,62 - Health Care and Social Assistance,DUNCANVILLE,TX,75116,0,0,0,0
"5,233",2025,SCHEURER HOSPITAL D B A SCHEURER HEALTH,6056,62 - Health Care and Social Assistance,PIGEON,MI,48755,0,0,1,0
5234,2025,SCHOOL DISTRICT OF GREENFIELD,6824,62 - Health Care and Social Assistance,GREENFIELD,WI,53220,0,0,0,0
"5,235",2025,SCHWAB REHABILITATION HOSPITAL AND CARE NETWORK,9802,62 - Health Care and Social Assistance,CHICAGO,IL,60608,0,0,1,0
5236,2025,SCOTLAND MEMORIAL HOSPITAL INC,3151,62 - Health Care and Social Assistance,LAURINBURG,NC,28352,0,0,1,0
"5,237",2025,SCOTT AND WHITE CLINIC,8277,62 - Health Care and Social Assistance,DALLAS,TX,75246,0,0,3,0
5238,2025,SCOTT AND WHITE HOSPITAL - MARBLE,7700,62 - Health Care and Social Assistance,TEMPLE,TX,76508,0,0,0,0
"5,239",2025,SCOTT AND WHITE MEMORIAL HOSPITAL,6904,62 - Health Care and Social Assistance,TEMPLE,TX,76508,0,0,0,0
5240,2025,SEABROOK DENTAL CARE CORP,1216,62 - Health Care and Social Assistance,SALEM,NH,3079,0,0,0,0
"5,241",2025,SEATTLE ANXIETY PLLC,4390,62 - Health Care and Social Assistance,SEATTLE,WA,98101,0,0,0,0
5242,2025,SEAVIEW ORTHOPAEDICS AND MEDICAL ASSOCIATES LLP,8304,62 - Health Care and Social Assistance,OCEAN,NJ,7712,0,0,2,0
"5,243",2025,SECURE DENTAL III LLC DBA SECURE D,7679,62 - Health Care and Social Assistance,EAST PEORIA,IL,61611,0,0,1,0
5244,2025,SECURE DENTAL V LLC DBA SECURE DENTAL EAST PEORIA,1168,62 - Health Care and Social Assistance,EAST PEORIA,IL,61611,0,0,0,0
"5,245",2025,SEDGWICK COUNTY MEMORIAL HOSPI,6593,62 - Health Care and Social Assistance,JULESBURG,CO,80737,0,0,1,0
5246,2025,SEE ADDENDUM,9221,62 - Health Care and Social Assistance,KENMORE,NY,14217,0,0,0,0
"5,247",2025,SEEN HEALTH SAN GABRIEL VALLEY LLC,604,62 - Health Care and Social Assistance,ALHAMBRA,CA,91803,0,0,0,0
5248,2025,SEESAW VISION EB LLC,9845,62 - Health Care and Social Assistance,E BRUNSWICK,NJ,8816,0,0,0,0
"5,249",2025,SEGAL DRUG TRIALS INC,9412,62 - Health Care and Social Assistance,DELRAY BEACH,FL,33484,0,0,1,0
5250,2025,SEGUIN DENTALCARE PLLC DBA DENTAL PLUS CLINIC OF SEGUIN,2461,62 - Health Care and Social Assistance,SEGUIN,TX,78155,0,0,0,0
"5,251",2025,SELECT CAL PHYSICAL THERAPY P C D B A SELECT PHYSICAL THERAPY,6301,62 - Health Care and Social Assistance,MECHANICSBURG,PA,17055,0,1,0,0
5252,2025,SELECT CAL PHYSICAL THERAPY PC D/B/A SELECT PHYSICAL THERAPY,6301,62 - Health Care and Social Assistance,MECHANICSBURG,PA,17055,0,0,1,0
"5,253",2025,SELECT MEDICAL CORPORATION,2718,62 - Health Care and Social Assistance,MECHANICSBURG,PA,17055,0,0,0,0
5254,2025,SELECT PT OT SLP REHABILITATION NY,1640,62 - Health Care and Social Assistance,GLENVIEW,IL,60026,0,0,0,0
"5,255",2025,SELECT PT OT SLP REHABILITATION NY PLLC,1460,62 - Health Care and Social Assistance,GLENVIEW,IL,60026,0,0,0,0
5256,2025,SELFHELP COMMUNITY SERVICES INC,4178,62 - Health Care and Social Assistance,NEW YORK,NY,10018,0,0,0,0
"5,257",2025,SELFHELP REALTY GROUP INC,3439,62 - Health Care and Social Assistance,NEW YORK,NY,10018,0,0,1,0
5258,2025,SEMINOLE HOSPITAL DISTRICT,2671,62 - Health Care and Social Assistance,SEMINOLE,TX,79360,0,0,3,0
"5,259",2025,SENSORY REHABILITATION LLC,7585,62 - Health Care and Social Assistance,CLAWSON,MI,48017,0,0,2,0
5260,2025,SENSORY REHABILITATION LLC,7585,62 - Health Care and Social Assistance,TROY,MI,48085,0,0,0,0
"5,261",2025,SENTARA HALIFAX REGIONAL HOSPITAL,8699,62 - Health Care and Social Assistance,SOUTH BOSTON,VA,24592,0,0,1,0
5262,2025,SERENITY PSYCHIATRY PLLC,9143,62 - Health Care and Social Assistance,CHICAGO,IL,60605,0,0,0,0
"5,263",2025,SERGIO FLORENCIO JR DDS DMSC INC,5816,62 - Health Care and Social Assistance,WALNUT CREEK,CA,94596,0,0,1,0
5264,2025,SEVEN COUNTIES SERVICES INC,9757,62 - Health Care and Social Assistance,LOUISVILLE,KY,40223,0,0,1,0
"5,265",2025,SHANNON CLINIC,873,62 - Health Care and Social Assistance,SAN ANGELO,TX,76903,0,0,0,0
5266,2025,SHARP HEALTHCARE,7327,62 - Health Care and Social Assistance,SAN DIEGO,CA,92123,0,0,1,0
"5,267",2025,SHAWNEE MISSION HEALTH CARE INC D/B/A ADVENTHEALTH SHAWNEE MISSION,2508,62 - Health Care and Social Assistance,ALTAMONTE SPRINGS,FL,32714,0,0,1,0
5268,2025,SHAWNEE MISSION HEALTH CARE INC DBA ADVENTHEALTH SHAWNEE MISSION,2508,62 - Health Care and Social Assistance,ALTAMONTE SPRINGS,FL,32714,0,0,3,0
"5,269",2025,SHAWNEE MISSION MEDICAL CENTER INC D B A ADVENTHEALTH SOUTH OVERLAND,7331,62 - Health Care and Social Assistance,ALTAMONTE SPRINGS,FL,32714,0,0,1,0
5270,2025,SHEIKH AND SHELAT DDS INC DBA MODESTO KIDZ DENTAL,8024,62 - Health Care and Social Assistance,MODESTO,CA,95355,0,0,0,0
"5,271",2025,SHELLEY MCCLELLAN PT PLLC D B A AL,3494,62 - Health Care and Social Assistance,SCOTTSDALE,AZ,85260,0,0,0,0
5272,2025,SHELTERHOUSE VOLUNTEER GROUP INC,479,62 - Health Care and Social Assistance,CINCINNATI,OH,45203,0,0,0,0
"5,273",2025,SHENANDOAH MEMORIAL HOSPITAL,687,62 - Health Care and Social Assistance,WINCHESTER,VA,22601,0,0,1,0
5274,2025,SHEPPARD PRATT PHYSICIANS P A,2214,62 - Health Care and Social Assistance,TOWSON,MD,21204,0,0,1,0
"5,275",2025,SHERIDAN CHILDRENS HEALTHCARE SERVICES OF LOUISIANA INC,3044,62 - Health Care and Social Assistance,NASHVILLE,TN,37215,0,0,1,0
5276,2025,SHERIDAN CHILDRENS SERVICES OF ALA,2866,62 - Health Care and Social Assistance,NASHVILLE,TN,37215,0,0,1,0
"5,277",2025,SHG THERAPY EXTERNAL LLC,282,62 - Health Care and Social Assistance,BEACHWOOD,OH,44122,0,0,0,0
5278,2025,SHIMMER SMILE DENTISTRY LLC,6246,62 - Health Care and Social Assistance,DES PLAINES,IL,60016,0,0,0,0
"5,279",2025,SHIRLEY DIAGNOSTICS INC,4649,62 - Health Care and Social Assistance,SEATTLE,WA,98195,0,0,0,0
5280,2025,SHREE HARIKRUSHAN PHYSICAL THERAPY PC,8316,62 - Health Care and Social Assistance,NEW CITY,NY,10956,0,0,0,0
"5,281",2025,SIDNEY HEALTH CENTER,3499,62 - Health Care and Social Assistance,SIDNEY,MT,59270,0,0,2,0
5282,2025,SIERRA NEVADA SNF LLC,3098,62 - Health Care and Social Assistance,PORTERVILLE,CA,93257,0,0,0,0
"5,283",2025,SIGHT MEDICAL DOCTORS PLLC,9523,62 - Health Care and Social Assistance,HAUPPAUGE,NY,11788,0,0,0,0
5284,2025,SIGNATURE HEALTH INC,1703,62 - Health Care and Social Assistance,MENTOR,OH,44060,0,0,1,0
"5,285",2025,SIGNIFY HEALTH LLC,3982,62 - Health Care and Social Assistance,WOONSOCKET,RI,2895,0,0,3,0
5286,2025,SILICON VALLEY COMMUNITY HEALTHCARE RESOURCE INC,872,62 - Health Care and Social Assistance,MILPITAS,CA,95035,0,0,1,0
"5,287",2025,SILVER CREEK DENTISTRY LLC,3216,62 - Health Care and Social Assistance,RIPON,WI,54971,0,0,0,0
5288,2025,SINAI CENTER FOR REHABILITATION AN,1880,62 - Health Care and Social Assistance,NEWARK,NJ,7103,0,0,0,0
"5,289",2025,SINGING RIVER HEALTH SYSTEM,515,62 - Health Care and Social Assistance,OCEAN SPRINGS,MS,39564,0,0,1,0
5290,2025,SINGLETON ASSOCIATES PA,498,62 - Health Care and Social Assistance,BOSTON,MA,2199,0,0,0,0
"5,291",2025,SIOUXLAND REGIONAL CANCER CENTER D B A JUNE E NYLEN CANCER CENTER,1233,62 - Health Care and Social Assistance,SIOUX CITY,IA,51101,0,0,1,0
5292,2025,SISKIYOU PROFESSIONAL MEDICAL SERVICES,1658,62 - Health Care and Social Assistance,YREKA,CA,96097,0,0,1,0
"5,293",2025,SITASMA INC,3919,62 - Health Care and Social Assistance,EL CERRITO,CA,94530,0,0,0,0
5294,2025,SKINCURE ONCOLOGY LLC,7627,62 - Health Care and Social Assistance,BURR RIDGE,IL,60527,0,0,1,0
"5,295",2025,SMABIO LABS SERVICES,8765,62 - Health Care and Social Assistance,APEX,NC,27502,0,0,0,0
5296,2025,SMABIO LABS SERVICES,8765,62 - Health Care and Social Assistance,DURHAM,NC,27709,0,0,0,0
"5,297",2025,SMH ADMINISTRATIVE SERVICES INC,9374,62 - Health Care and Social Assistance,NEW HYDE PARK,NY,11042,0,0,0,0
5298,2025,SMH HEALTH CARE INC,159,62 - Health Care and Social Assistance,SARASOTA,FL,34239,0,0,7,0
"5,299",2025,SMILE CARE LLC DBA ADMIRE DENTAL,6944,62 - Health Care and Social Assistance,FALL RIVER,MA,2724,0,0,0,0
5300,2025,SMILE DESIGN WESTCHASE LLC,1265,62 - Health Care and Social Assistance,TAMPA,FL,33602,0,0,0,0
"5,301",2025,SMILE DOCTORS OF MINNESOTA PC,1177,62 - Health Care and Social Assistance,DALLAS,TX,75240,0,0,0,0
5302,2025,SMILE LEASING PLLC,9326,62 - Health Care and Social Assistance,DENTON,TX,76207,0,0,0,0
"5,303",2025,SMILE LINE P C D B A RIVERDALE DENTAL,825,62 - Health Care and Social Assistance,WEST SPRINGFIELD,MA,1089,0,0,1,0
5304,2025,SMILE PEDIATRIC SPEECH THERAPY AND DIAGNOSTICS,2978,62 - Health Care and Social Assistance,LOS ANGELES,CA,90057,0,0,1,0
"5,305",2025,SMILE SOLUTIONS OF KANSAS,9560,62 - Health Care and Social Assistance,PITTSBURG,KS,66762,0,0,0,0
5306,2025,SMILES 4 KIDS PC,8193,62 - Health Care and Social Assistance,BELLEVIEW,CO,80111,0,0,0,0
"5,307",2025,SMP HEALTH ST ALOISIUS,6729,62 - Health Care and Social Assistance,HARVEY,ND,58341,0,0,1,0
5308,2025,SOCIETY FOR INTERNATIONAL DEVELOPMENT UNITED STATES OF AMERICA CHAPTE,4165,92 - Public Administration,WASHINGTON,DC,20037,0,0,0,0
